index;primary_length;k0;axfold;radfold;delta;length;surface;Jv;i3;i4;i6;i8;seed
1315;0.14;50;0.5;0.25;0.0017;2.0584;0.001646925;0.006018796;30;42;24;11;5427107
1316;0.14;50;0.5;0.5;0.0017;2.2565;0.001729204;0.012340959;48;27;24;11;18560965
1317;0.14;50;0.5;1;0.0017;2.8741;0.002110825;0.028062378;35;41;39;26;77977920
1318;0.14;50;0.5;2;0.0017;2.2599;0.00174039;0.041875692;36;35;27;17;60092851
1319;0.14;50;0.5;4;0.0017;1.6735;0.001386628;0.060601615;21;26;18;9;81834893
1320;0.14;50;0.5;8;0.0017;3.1681;0.00231522;0.16100324;49;46;40;22;22458841
1321;0.14;50;1;0.25;0.0017;2.289;0.001786334;0.006582316;35;41;29;8;4783274
1322;0.14;50;1;0.5;0.0017;2.8571;0.002031741;0.01485003;50;40;35;13;29505401
1323;0.14;50;1;1;0.0017;2.1548;0.001660933;0.023834172;39;32;22;13;4227118
1324;0.14;50;1;2;0.0017;1.938;0.001567935;0.043003981;27;25;28;8;20791324
1325;0.14;50;1;4;0.0017;2.0004;0.00154346;0.079612221;28;27;25;11;94786419
1326;0.14;50;1;8;0.0017;1.3454;0.001148481;0.104510935;19;20;12;8;5646358
1327;0.14;50;2;0.25;0.0017;1.9916;0.001561946;0.005798232;33;30;21;13;69332632
1328;0.14;50;2;0.5;0.0017;2.6102;0.001956801;0.01441978;35;34;28;21;47893725
1329;0.14;50;2;1;0.0017;1.8809;0.00151823;0.022191227;33;26;23;6;59060966
1330;0.14;50;2;2;0.0017;1.7614;0.001431226;0.040798745;29;24;22;12;41495089
1331;0.14;50;2;4;0.0017;3.1877;0.002277396;0.120922141;45;41;36;21;63656909
1332;0.14;50;2;8;0.0017;3.313;0.00233691;0.224133203;33;45;50;30;27338089
1333;0.14;50;3;0.25;0.0017;2.0686;0.00164175;0.006104945;35;34;26;10;84814251
1334;0.14;50;3;0.5;0.0017;2.2095;0.001681994;0.012468076;32;32;26;16;39639980
1335;0.14;50;3;1;0.0017;2.365;0.001763775;0.025864773;31;35;30;19;54813963
1336;0.14;50;3;2;0.0017;3.6069;0.002341907;0.067888598;62;51;41;20;81604752
1337;0.14;50;3;4;0.0017;2.9572;0.002187228;0.121150196;43;45;36;20;79834887
1338;0.14;50;3;8;0.0017;2.2867;0.001777682;0.190172318;38;36;27;14;20055664
1339;0.14;50;4;0.25;0.0017;2.3066;0.001785954;0.006642347;32;37;33;15;59935206
1340;0.14;50;4;0.5;0.0017;2.411;0.001785043;0.013241728;39;42;31;16;56881457
1341;0.14;50;4;1;0.0017;2.1036;0.001642503;0.024219751;26;32;25;16;18724787
1342;0.14;50;4;2;0.0017;3.8102;0.002638131;0.07677044;52;72;44;26;26712053
1343;0.14;50;4;4;0.0017;2.4006;0.00183705;0.104139339;31;39;28;16;83809138
1344;0.14;50;4;8;0.0017;2.3474;0.001793219;0.196401073;37;40;34;15;3119662
1345;0.14;50;5;0.25;0.0017;1.9241;0.001524471;0.005679277;28;33;20;11;64998799
1346;0.14;50;5;0.5;0.0017;2.8249;0.002083326;0.015462118;40;41;33;23;1837371
1347;0.14;50;5;1;0.0017;2.6516;0.002016393;0.029738382;39;38;29;21;45340707
1348;0.14;50;5;2;0.0017;1.2708;0.001064223;0.031333561;17;20;13;6;40806159
1349;0.14;50;5;4;0.0017;2.8383;0.002085174;0.119566714;36;42;34;23;84992819
1350;0.14;50;5;8;0.0017;2.2781;0.001685668;0.188521957;38;38;28;16;18896589
1351;0.14;50;0.0625;0.25;0.0018;2.084;0.001627841;0.005013283;26;38;22;15;76268836
1352;0.14;50;0.0625;0.5;0.0018;1.3998;0.001178953;0.006631669;20;19;12;8;68263800
1353;0.14;50;0.0625;1;0.0018;1.474;0.001228598;0.010739634;17;16;26;10;77540936
1354;0.14;50;0.0625;2;0.0018;2.0681;0.001596387;0.022781572;34;31;22;10;43625983
1355;0.14;50;0.0625;4;0.0018;3.3446;0.002434446;0.037978641;41;50;43;29;79996477
1356;0.14;50;0.0625;8;0.0018;2.9858;0.002185965;0.042018878;29;49;43;25;38925343
1357;0.14;50;0.125;0.25;0.0018;2.1052;0.00157336;0.005416768;32;33;26;13;80117175
1358;0.14;50;0.125;0.5;0.0018;2.5195;0.001922763;0.011617027;36;39;32;17;8687579
1359;0.14;50;0.125;1;0.0018;1.5118;0.001233211;0.014336012;27;23;16;7;51477358
1360;0.14;50;0.125;2;0.0018;2.2416;0.001744238;0.03015386;37;31;28;13;21378642
1361;0.14;50;0.125;4;0.0018;2.893;0.002155604;0.051144256;45;47;39;18;68617118
1362;0.14;50;0.125;8;0.0018;2.061;0.001607857;0.058684221;33;31;25;13;81910109
1363;0.14;50;0.25;0.25;0.0018;1.7672;0.001434365;0.005140556;38;25;18;7;39367303
1364;0.14;50;0.25;0.5;0.0018;1.9794;0.001563684;0.010731621;31;31;21;13;88830592
1365;0.14;50;0.25;1;0.0018;2.0359;0.001588586;0.020472575;32;33;20;10;91833606
1366;0.14;50;0.25;2;0.0018;1.8318;0.001466851;0.032623341;30;25;19;10;94366966
1367;0.14;50;0.25;4;0.0018;1.5842;0.001306952;0.047610972;28;23;14;11;36039321
1368;0.14;50;0.25;8;0.0018;2.0558;0.001578739;0.089448512;36;29;23;13;62613123
1369;0.14;50;0.5;0.25;0.0018;2.3451;0.001739749;0.006370368;41;32;33;13;81219579
1370;0.14;50;0.5;0.5;0.0018;1.8224;0.001487091;0.010664244;27;25;20;8;73408295
1371;0.14;50;0.5;1;0.0018;1.5332;0.001250341;0.017288924;20;21;19;10;18133386
1372;0.14;50;0.5;2;0.0018;2.5765;0.001838222;0.046603236;34;46;35;12;6202001
1373;0.14;50;0.5;4;0.0018;2.0469;0.001549633;0.071759996;29;33;22;13;48676949
1374;0.14;50;0.5;8;0.0018;1.5165;0.001237282;0.089934048;23;22;16;9;10000211
1375;0.14;50;1;0.25;0.0018;1.8966;0.001481711;0.005474954;30;36;17;10;43512770
1376;0.14;50;1;0.5;0.0018;2.0005;0.001571063;0.011473484;36;32;21;11;20782601
1377;0.14;50;1;1;0.0018;2.4242;0.001866045;0.026205467;28;31;26;17;94078837
1378;0.14;50;1;2;0.0018;1.7256;0.001370709;0.037685297;29;29;20;9;38403103
1379;0.14;50;1;4;0.0018;1.3834;0.001172199;0.059112634;17;22;15;10;704400
1380;0.14;50;1;8;0.0018;1.4432;0.001198676;0.109563716;22;16;14;9;59980734
1381;0.14;50;2;0.25;0.0018;2.7481;0.002006084;0.007445694;43;37;36;18;20012495
1382;0.14;50;2;0.5;0.0018;1.9072;0.001492616;0.01101563;28;24;17;17;87261223
1383;0.14;50;2;1;0.0018;1.9262;0.001537695;0.02233216;24;30;30;9;7863609
1384;0.14;50;2;2;0.0018;1.8401;0.001463098;0.041880738;36;22;22;11;81905109
1385;0.14;50;2;4;0.0018;1.6619;0.001372189;0.075032012;29;24;19;7;99707272
1386;0.14;50;2;8;0.0018;2.0245;0.001517172;0.153872444;30;31;22;14;54836627
1387;0.14;50;3;0.25;0.0018;1.751;0.001415906;0.005263513;25;29;17;14;90803671
1388;0.14;50;3;0.5;0.0018;2.6184;0.00184523;0.013659311;41;49;32;18;47301635
1389;0.14;50;3;1;0.0018;1.8564;0.001510011;0.022177978;26;26;23;12;45942029
1390;0.14;50;3;2;0.0018;2.7701;0.001988685;0.057813676;43;39;33;16;71877362
1391;0.14;50;3;4;0.0018;1.6353;0.00132614;0.074659056;25;20;17;13;52135943
1392;0.14;50;3;8;0.0018;1.6582;0.001325246;0.142450434;22;21;21;10;72028467
1393;0.14;50;4;0.25;0.0018;3.3406;0.002260655;0.008405525;46;43;39;25;76198175
1394;0.14;50;4;0.5;0.0018;1.2943;0.001087008;0.008080303;22;17;10;6;56844255
1395;0.14;50;4;1;0.0018;2.2109;0.001737996;0.025600391;27;34;25;19;47940332
1396;0.14;50;4;2;0.0018;3.1687;0.002214639;0.064765255;54;46;28;20;98804341
1397;0.14;50;4;4;0.0018;1.7097;0.001387234;0.07862948;21;23;19;14;2055530
1398;0.14;50;4;8;0.0018;1.953;0.001523415;0.165841523;28;26;24;13;55995538
1399;0.14;50;5;0.25;0.0018;1.8272;0.001390265;0.005179657;31;25;20;14;25465690
1400;0.14;50;5;0.5;0.0018;2.0239;0.00158695;0.011796332;31;31;25;10;12145198
1401;0.14;50;5;1;0.0018;2.1409;0.001682994;0.024880755;31;30;23;16;8269738
1402;0.14;50;5;2;0.0018;2.4318;0.001839412;0.053642773;28;29;34;23;64262122
1403;0.14;50;5;4;0.0018;2.4086;0.001743189;0.100327879;35;35;33;18;37643303
1404;0.14;50;5;8;0.0018;1.9318;0.00155353;0.170268952;29;29;22;16;79490345
1405;0.14;50;0.0625;0.25;0.0019;3.0977;0.002066344;0.006638671;60;46;36;16;67686314
1406;0.14;50;0.0625;0.5;0.0019;1.8163;0.001460078;0.008058487;25;24;21;13;52750198
1407;0.14;50;0.0625;1;0.0019;2.2704;0.001671217;0.016697212;42;31;23;16;93540739
1408;0.14;50;0.0625;2;0.0019;1.9572;0.001509327;0.020407521;19;27;25;13;16841719
1409;0.14;50;0.0625;4;0.0019;2.3515;0.001838061;0.026650076;28;44;31;16;44505051
1410;0.14;50;0.0625;8;0.0019;1.7297;0.001363619;0.036055577;22;26;14;11;47420992
1411;0.14;50;0.125;0.25;0.0019;2.4594;0.001844647;0.006207636;36;41;29;19;60882056
1412;0.14;50;0.125;0.5;0.0019;2.5447;0.001820341;0.011553218;33;31;35;23;50186167
1413;0.14;50;0.125;1;0.0019;2.1851;0.001682214;0.017993513;28;34;29;17;59065611
1414;0.14;50;0.125;2;0.0019;4.1108;0.002673536;0.047345596;53;71;51;34;20534895
1415;0.14;50;0.125;4;0.0019;2.1623;0.001629023;0.043150496;33;33;22;20;79340710
1416;0.14;50;0.125;8;0.0019;2.528;0.001844859;0.069006475;38;35;33;11;7320902
1417;0.14;50;0.25;0.25;0.0019;2.6216;0.00193212;0.006914118;36;37;28;20;63739541
1418;0.14;50;0.25;0.5;0.0019;2.0644;0.001640565;0.011193081;35;35;22;13;33988541
1419;0.14;50;0.25;1;0.0019;3.6148;0.002446547;0.030356737;54;65;46;21;31997426
1420;0.14;50;0.25;2;0.0019;1.7796;0.001416628;0.031598572;34;25;20;14;57280713
1421;0.14;50;0.25;4;0.0019;1.8387;0.001492058;0.053387549;32;28;21;13;57473698
1422;0.14;50;0.25;8;0.0019;2.1161;0.001663678;0.08016858;29;29;20;19;46566123
1423;0.14;50;0.5;0.25;0.0019;2.6764;0.001934824;0.007051767;38;49;30;15;86445286
1424;0.14;50;0.5;0.5;0.0019;2.769;0.0019763;0.014159135;44;48;35;20;95617276
1425;0.14;50;0.5;1;0.0019;2.2228;0.001704372;0.02337506;32;30;25;16;34712727
1426;0.14;50;0.5;2;0.0019;2.3291;0.001750739;0.043845893;32;39;31;12;97173231
1427;0.14;50;0.5;4;0.0019;1.4681;0.001226614;0.05526019;24;22;16;11;9362821
1428;0.14;50;0.5;8;0.0019;2.1592;0.001603135;0.118413251;39;35;19;12;80193183
1429;0.14;50;1;0.25;0.0019;2.0785;0.001612294;0.005944746;24;30;26;21;18374991
1430;0.14;50;1;0.5;0.0019;1.5885;0.001297985;0.009479655;24;32;19;6;84637711
1431;0.14;50;1;1;0.0019;1.4499;0.001205807;0.017297931;25;19;15;8;47102177
1432;0.14;50;1;2;0.0019;2.2731;0.001684463;0.046850201;34;29;27;16;40450424
1433;0.14;50;1;4;0.0019;1.9936;0.001511828;0.078111798;36;29;22;11;6324161
1434;0.14;50;1;8;0.0019;2.7158;0.002021727;0.179358875;39;49;38;16;38140403
1435;0.14;50;2;0.25;0.0019;1.9269;0.001534162;0.005688027;28;27;24;14;62543222
1436;0.14;50;2;0.5;0.0019;1.7193;0.001381194;0.010209227;32;26;16;7;36384630
1437;0.14;50;2;1;0.0019;2.7474;0.002046508;0.029682701;39;42;33;16;33457935
1438;0.14;50;2;2;0.0019;2.3542;0.001771411;0.050663118;40;39;25;11;33288512
1439;0.14;50;2;4;0.0019;1.6129;0.001286738;0.071759433;27;24;13;10;86183143
1440;0.14;50;2;8;0.0019;2.3249;0.001777693;0.174704561;33;35;36;13;69703498
1441;0.14;50;3;0.25;0.0019;2.5134;0.001863992;0.006930532;30;32;25;20;38486946
1442;0.14;50;3;0.5;0.0019;3.2015;0.00214933;0.015934648;46;47;39;19;40066374
1443;0.14;50;3;1;0.0019;2.1241;0.001631076;0.023996199;31;33;26;10;59664858
1444;0.14;50;3;2;0.0019;1.9677;0.001546476;0.044598666;24;33;30;14;23158063
1445;0.14;50;3;4;0.0019;1.8996;0.001509077;0.08447188;25;27;21;11;71365450
1446;0.14;50;3;8;0.0019;1.5362;0.00124989;0.134361741;27;24;17;10;19206147
1447;0.14;50;4;0.25;0.0019;1.8368;0.001412451;0.005260008;31;26;17;10;36882981
1448;0.14;50;4;0.5;0.0019;2.1181;0.001647242;0.012211034;29;24;25;16;12341356
1449;0.14;50;4;1;0.0019;1.4576;0.001218259;0.018017053;28;23;14;5;91926293
1450;0.14;50;4;2;0.0019;1.5693;0.001244761;0.036532436;29;29;15;6;90769494
1451;0.14;50;4;4;0.0019;1.6032;0.001309583;0.075247152;30;27;17;6;1560577
1452;0.14;50;4;8;0.0019;2.1739;0.001576969;0.172406773;34;31;28;16;63907904
1453;0.14;50;5;0.25;0.0019;1.7721;0.001409787;0.005252208;29;24;18;8;33908834
1454;0.14;50;5;0.5;0.0019;1.5993;0.001295001;0.009631638;24;29;17;9;70657666
1455;0.14;50;5;1;0.0019;1.9809;0.001540069;0.022791375;30;30;24;13;1093204
1456;0.14;50;5;2;0.0019;2.6622;0.001930192;0.056469558;36;40;39;21;43063665
1457;0.14;50;5;4;0.0019;2.3124;0.001757061;0.101585796;50;40;19;14;8941597
1458;0.14;50;5;8;0.0019;3.7741;0.002605943;0.286346664;49;65;51;27;34008777
1459;0.14;50;0.0625;0.25;0.002;1.9226;0.001525474;0.004782563;30;28;23;15;20167831
1460;0.14;50;0.0625;0.5;0.002;2.2382;0.001724091;0.009636668;33;34;33;16;67361723
1461;0.14;50;0.0625;1;0.002;2.0532;0.001615167;0.014459753;39;39;22;9;79904885
1462;0.14;50;0.0625;2;0.002;1.7008;0.001343785;0.017786233;28;31;21;9;52102843
1463;0.14;50;0.0625;4;0.002;1.6968;0.001371106;0.024738326;20;22;21;13;62847417
1464;0.14;50;0.0625;8;0.002;3.1835;0.002218424;0.048333063;56;48;35;21;16543536
1465;0.14;50;0.125;0.25;0.002;2.0001;0.001566421;0.005369923;32;36;26;11;8938356
1466;0.14;50;0.125;0.5;0.002;1.9935;0.001545024;0.009788489;27;39;27;11;76726162
1467;0.14;50;0.125;1;0.002;2.736;0.002027802;0.02231338;38;49;32;18;49439168
1468;0.14;50;0.125;2;0.002;1.911;0.001397851;0.026937782;31;29;25;12;47714504
1469;0.14;50;0.125;4;0.002;2.8814;0.001913108;0.051069873;49;46;35;18;96562693
1470;0.14;50;0.125;8;0.002;3.7927;0.002562942;0.087172408;61;61;39;30;28358751
1471;0.14;50;0.25;0.25;0.002;3.2423;0.002310582;0.008147637;48;47;46;30;23973562
1472;0.14;50;0.25;0.5;0.002;3.4174;0.002263467;0.015500556;54;52;36;25;55767975
1473;0.14;50;0.25;1;0.002;1.932;0.001499709;0.019427462;33;33;18;11;76476810
1474;0.14;50;0.25;2;0.002;1.7122;0.001336544;0.031041625;27;29;20;8;52831301
1475;0.14;50;0.25;4;0.002;1.4163;0.001127956;0.041264718;15;25;17;11;23577179
1476;0.14;50;0.25;8;0.002;2.2304;0.001739075;0.085931969;32;40;30;15;90937238
1477;0.14;50;0.5;0.25;0.002;1.6678;0.001308088;0.004803638;23;26;20;7;83582947
1478;0.14;50;0.5;0.5;0.002;2.7526;0.002052726;0.014415119;33;40;45;23;15777247
1479;0.14;50;0.5;1;0.002;1.8478;0.001444974;0.019906479;31;29;21;12;3027130
1480;0.14;50;0.5;2;0.002;1.3839;0.00116986;0.02965643;21;23;16;6;35224777
1481;0.14;50;0.5;4;0.002;2.7547;0.001908746;0.081864236;44;46;42;22;95598694
1482;0.14;50;0.5;8;0.002;3.12;0.002235349;0.122087471;30;47;48;31;79378570
1483;0.14;50;1;0.25;0.002;2.8143;0.001914133;0.007039011;34;42;39;24;63471785
1484;0.14;50;1;0.5;0.002;1.5142;0.001255151;0.009171785;24;22;16;10;64342829
1485;0.14;50;1;1;0.002;1.9393;0.001455038;0.020793881;31;31;26;9;15482959
1486;0.14;50;1;2;0.002;1.9071;0.001480836;0.040286589;30;26;24;20;29812538
1487;0.14;50;1;4;0.002;1.527;0.001245233;0.064493975;24;21;19;12;13270558
1488;0.14;50;1;8;0.002;1.8064;0.001442304;0.130483211;32;28;19;9;48407078
1489;0.14;50;2;0.25;0.002;2.7073;0.001972228;0.007320993;47;43;30;18;80063726
1490;0.14;50;2;0.5;0.002;3.1262;0.002301406;0.016909737;48;44;39;29;54244375
1491;0.14;50;2;1;0.002;2.1773;0.001650547;0.024099587;36;39;22;13;37954079
1492;0.14;50;2;2;0.002;2.0712;0.001602865;0.045665155;28;36;29;12;22339792
1493;0.14;50;2;4;0.002;1.7131;0.001394793;0.075892726;21;30;26;11;66909187
1494;0.14;50;2;8;0.002;1.4194;0.001171107;0.121585609;22;18;15;10;68989458
1495;0.14;50;3;0.25;0.002;1.351;0.001127764;0.004194832;20;24;15;9;96857709
1496;0.14;50;3;0.5;0.002;2.5591;0.001836463;0.013614246;43;44;31;19;89518151
1497;0.14;50;3;1;0.002;2.6037;0.001869124;0.027495204;43;39;32;17;86459779
1498;0.14;50;3;2;0.002;1.5698;0.001292195;0.037588044;26;24;20;10;59240538
1499;0.14;50;3;4;0.002;1.5109;0.001243439;0.069798993;25;21;13;13;48641082
1500;0.14;50;3;8;0.002;1.7187;0.001371438;0.144871263;29;25;20;11;68148866
1501;0.14;50;4;0.25;0.002;1.4497;0.001207975;0.004495974;26;18;18;10;96093223
1502;0.14;50;4;0.5;0.002;1.8238;0.001458373;0.010830557;36;28;22;10;46204440
1503;0.14;50;4;1;0.002;2.4379;0.001843001;0.027121264;32;42;27;21;40731576
1504;0.14;50;4;2;0.002;1.8937;0.001506684;0.043727792;28;30;27;14;79537792
1505;0.14;50;4;4;0.002;1.5795;0.001275699;0.073219293;32;21;15;11;97727716
1506;0.14;50;4;8;0.002;4.208;0.002843156;0.301004866;67;59;51;32;63020297
1507;0.14;50;5;0.25;0.002;1.3395;0.001113083;0.004148058;21;18;16;10;46866171
1508;0.14;50;5;0.5;0.002;1.7486;0.001382487;0.010280082;27;31;23;11;42227679
1509;0.14;50;5;1;0.002;2.3729;0.001842508;0.027196865;31;39;38;17;91940111
1510;0.14;50;5;2;0.002;2.7489;0.00201009;0.058760467;51;48;36;16;65630771
1511;0.14;50;5;4;0.002;1.6867;0.001331097;0.077282836;35;30;19;8;79130523
1512;0.14;50;5;8;0.002;1.6641;0.001316585;0.146701541;22;17;15;13;38064754
1513;0.15;50;0.0625;0.25;0.0017;1.991;0.001546697;0.004844848;31;30;17;13;76112864
1514;0.15;50;0.0625;0.5;0.0017;1.8514;0.001500066;0.008148707;21;25;26;10;79150843
1515;0.15;50;0.0625;1;0.0017;1.9079;0.001479219;0.01247172;26;22;18;16;14723116
1516;0.15;50;0.0625;2;0.0017;2.5509;0.001975141;0.02230818;28;28;35;26;82867872
1517;0.15;50;0.0625;4;0.0017;1.7976;0.001472916;0.028813817;31;29;18;12;82846137
1518;0.15;50;0.0625;8;0.0017;3.1996;0.002288957;0.05152799;55;50;38;20;38489651
1519;0.15;50;0.125;0.25;0.0017;3.388;0.002445338;0.008038448;49;58;40;27;37791084
1520;0.15;50;0.125;0.5;0.0017;3.4519;0.002512904;0.015038848;47;54;51;28;82660124
1521;0.15;50;0.125;1;0.0017;2.8473;0.002074346;0.021225045;37;46;34;17;33869040
1522;0.15;50;0.125;2;0.0017;2.3355;0.001738961;0.027105532;23;39;30;18;45521056
1523;0.15;50;0.125;4;0.0017;2.2073;0.001751402;0.043746678;33;32;24;16;86850496
1524;0.15;50;0.125;8;0.0017;2.788;0.002044243;0.073791766;47;44;24;16;97423347
1525;0.15;50;0.25;0.25;0.0017;2.3495;0.001844763;0.006499647;31;32;27;17;88594980
1526;0.15;50;0.25;0.5;0.0017;6.6498;0.003685919;0.023288378;78;95;116;56;47230204
1527;0.15;50;0.25;1;0.0017;1.6573;0.001326746;0.016817843;23;28;22;12;33858660
1528;0.15;50;0.25;2;0.0017;1.6974;0.001355981;0.029225958;21;28;20;8;20165833
1529;0.15;50;0.25;4;0.0017;2.7296;0.002037894;0.066204816;35;47;30;16;66575686
1530;0.15;50;0.25;8;0.0017;3.0149;0.002141677;0.102199869;42;44;39;26;39694313
1531;0.15;50;0.5;0.25;0.0017;3.3727;0.002365066;0.00858415;45;54;38;23;32765716
1532;0.15;50;0.5;0.5;0.0017;4.0058;0.002824092;0.01964533;56;63;58;29;41904651
1533;0.15;50;0.5;1;0.0017;2.3;0.00183111;0.024382323;33;29;27;16;27369744
1534;0.15;50;0.5;2;0.0017;2.0186;0.001612489;0.040196936;33;22;27;13;11590379
1535;0.15;50;0.5;4;0.0017;3.373;0.002453283;0.099646302;54;47;42;26;28055285
1536;0.15;50;0.5;8;0.0017;3.0175;0.002232586;0.135165408;47;47;47;21;80437371
1537;0.15;50;1;0.25;0.0017;1.6596;0.001326481;0.004907306;34;25;15;9;44184847
1538;0.15;50;1;0.5;0.0017;2.9846;0.002192543;0.015923142;44;42;41;18;50343555
1539;0.15;50;1;1;0.0017;3.6568;0.002579416;0.036670943;49;52;47;25;30066569
1540;0.15;50;1;2;0.0017;2.9198;0.002167347;0.056762726;29;46;46;20;19751456
1541;0.15;50;1;4;0.0017;1.4397;0.001233728;0.060828804;18;18;13;11;90147634
1542;0.15;50;1;8;0.0017;2.4392;0.00184473;0.15131174;35;29;31;19;1033104
1543;0.15;50;2;0.25;0.0017;1.9878;0.001567316;0.005816647;34;32;20;11;90526272
1544;0.15;50;2;0.5;0.0017;2.2168;0.001766171;0.012973309;23;32;27;18;37322933
1545;0.15;50;2;1;0.0017;2.9661;0.002197691;0.031939096;45;40;38;21;47994186
1546;0.15;50;2;2;0.0017;3.0738;0.00224162;0.063256432;32;54;45;18;18603943
1547;0.15;50;2;4;0.0017;2.6548;0.00198042;0.107042585;30;42;37;17;91428016
1548;0.15;50;2;8;0.0017;2.7134;0.00203555;0.198896101;47;47;30;12;39285101
1549;0.15;50;3;0.25;0.0017;2.4685;0.001870367;0.006954741;45;41;28;16;20631055
1550;0.15;50;3;0.5;0.0017;3.1595;0.002214456;0.016387643;49;53;42;22;66471370
1551;0.15;50;3;1;0.0017;2.7314;0.002017799;0.02958372;40;39;32;17;87991512
1552;0.15;50;3;2;0.0017;1.5986;0.001297402;0.037807979;29;29;15;7;91635047
1553;0.15;50;3;4;0.0017;1.6957;0.001372856;0.077821721;27;25;16;9;54133784
1554;0.15;50;3;8;0.0017;2.2756;0.001789693;0.184676988;32;38;29;18;41753039
1555;0.15;50;4;0.25;0.0017;2.2698;0.001804116;0.006711394;38;34;28;15;71546853
1556;0.15;50;4;0.5;0.0017;2.7488;0.002109802;0.015624263;36;38;33;25;60462326
1557;0.15;50;4;1;0.0017;3.0438;0.002255087;0.033223804;40;41;41;17;66143537
1558;0.15;50;4;2;0.0017;2.1212;0.001622053;0.047199986;24;33;31;12;4570313
1559;0.15;50;4;4;0.0017;2.3611;0.001843754;0.104336285;31;32;35;16;96490628
1560;0.15;50;4;8;0.0017;4.4957;0.00309802;0.331336779;59;78;57;31;6844622
1561;0.15;50;5;0.25;0.0017;2.85;0.002065323;0.007691297;39;46;39;16;98176637
1562;0.15;50;5;0.5;0.0017;2.317;0.001786048;0.013262396;35;37;26;18;6797393
1563;0.15;50;5;1;0.0017;2.5318;0.001937784;0.028693133;50;40;33;12;37812567
1564;0.15;50;5;2;0.0017;2.6126;0.001938622;0.056939677;38;33;29;19;68958676
1565;0.15;50;5;4;0.0017;3.0959;0.002211226;0.12630856;47;42;41;28;56748527
1566;0.15;50;5;8;0.0017;2.3112;0.001792858;0.197956788;41;34;25;15;10706069
1567;0.15;50;0.0625;0.25;0.0018;1.9537;0.001561181;0.004884292;29;29;20;9;93641614
1568;0.15;50;0.0625;0.5;0.0018;2.0087;0.0016045;0.008457207;31;32;23;9;78772994
1569;0.15;50;0.0625;1;0.0018;1.9808;0.001547548;0.014298395;30;29;21;14;914489
1570;0.15;50;0.0625;2;0.0018;1.6913;0.001358236;0.017113083;17;25;22;11;43969136
1571;0.15;50;0.0625;4;0.0018;3.4927;0.0024265;0.036649471;58;65;43;22;60889832
1572;0.15;50;0.0625;8;0.0018;2.6332;0.0019115;0.043947781;38;45;28;18;43792254
1573;0.15;50;0.125;0.25;0.0018;1.6773;0.001389924;0.0046437;21;24;20;10;75122987
1574;0.15;50;0.125;0.5;0.0018;2.2153;0.001694513;0.010322737;35;31;24;16;27838586
1575;0.15;50;0.125;1;0.0018;2.8804;0.00210864;0.022403258;41;39;37;18;44919021
1576;0.15;50;0.125;2;0.0018;2.0548;0.001649351;0.026845427;30;31;29;12;42703333
1577;0.15;50;0.125;4;0.0018;4.0471;0.002725335;0.060749848;60;73;51;29;32024216
1578;0.15;50;0.125;8;0.0018;1.9717;0.001553155;0.054099561;22;27;20;19;97482210
1579;0.15;50;0.25;0.25;0.0018;1.5875;0.001315091;0.004708394;28;26;12;9;41171400
1580;0.15;50;0.25;0.5;0.0018;2.2229;0.00175943;0.011929788;32;35;27;12;35375203
1581;0.15;50;0.25;1;0.0018;5.5323;0.003645508;0.043176386;70;82;71;51;37894173
1582;0.15;50;0.25;2;0.0018;2.3817;0.001862175;0.039134911;38;40;27;14;23188996
1583;0.15;50;0.25;4;0.0018;2.3093;0.001785985;0.061582427;38;34;27;17;67133337
1584;0.15;50;0.25;8;0.0018;2.3621;0.001841052;0.096106497;43;41;31;12;37791553
1585;0.15;50;0.5;0.25;0.0018;1.6101;0.001337027;0.00485259;24;19;13;10;36500128
1586;0.15;50;0.5;0.5;0.0018;2.6036;0.00198864;0.014033817;33;34;30;17;84368142
1587;0.15;50;0.5;1;0.0018;2.2436;0.001756231;0.02382735;32;39;29;12;54472945
1588;0.15;50;0.5;2;0.0018;2.505;0.00193749;0.046306831;33;38;32;21;69773197
1589;0.15;50;0.5;4;0.0018;2.2792;0.001753906;0.07406602;24;31;28;19;23726232
1590;0.15;50;0.5;8;0.0018;1.656;0.001374362;0.095377214;32;25;17;10;60046004
1591;0.15;50;1;0.25;0.0018;1.912;0.001538099;0.005663057;30;30;21;16;40476891
1592;0.15;50;1;0.5;0.0018;2.2825;0.00175152;0.0127685;43;37;20;19;56087527
1593;0.15;50;1;1;0.0018;3.0261;0.002234406;0.031815871;49;48;32;13;88051265
1594;0.15;50;1;2;0.0018;2.5866;0.001961563;0.052968836;37;38;38;17;19575771
1595;0.15;50;1;4;0.0018;2.1658;0.001696364;0.084572153;31;35;23;19;4877140
1596;0.15;50;1;8;0.0018;2.269;0.001781797;0.15006792;31;38;35;12;98149429
1597;0.15;50;2;0.25;0.0018;2.0249;0.00164595;0.006099642;30;29;22;15;42866907
1598;0.15;50;2;0.5;0.0018;4.1706;0.002550151;0.01877942;66;61;56;26;748057
1599;0.15;50;2;1;0.0018;2.7727;0.002105101;0.030412729;30;45;40;25;37901030
1600;0.15;50;2;2;0.0018;2.19;0.001724781;0.048838455;32;29;26;12;32080800
1601;0.15;50;2;4;0.0018;1.8233;0.001462309;0.080893922;35;34;18;12;40855194
1602;0.15;50;2;8;0.0018;2.7929;0.002135065;0.20321658;35;47;36;19;25267887
