index;primary_length;k0;axfold;radfold;delta;length;surface;Jv;i3;i4;i6;i8;seed
932;0.12;50;0.25;0.5;0.0018;1.3069;0.001053103;0.007371636;21;17;11;9;61671410
933;0.12;50;0.25;1;0.0018;1.7618;0.001367486;0.017675933;34;18;21;10;36373561
934;0.12;50;0.25;2;0.0018;1.336;0.001101002;0.025840405;24;21;15;7;65087486
935;0.12;50;0.25;4;0.0018;1.7056;0.001337804;0.051885015;30;28;22;9;59306154
936;0.12;50;0.25;8;0.0018;1.5135;0.001163001;0.065268691;18;28;25;8;20415441
937;0.12;50;0.5;0.25;0.0018;1.876;0.001418046;0.005183766;24;31;27;11;33299292
938;0.12;50;0.5;0.5;0.0018;1.4177;0.001141091;0.008265492;31;23;11;5;61025987
939;0.12;50;0.5;1;0.0018;2.1555;0.001596926;0.022286881;36;32;25;10;98175000
940;0.12;50;0.5;2;0.0018;1.6192;0.001285918;0.033210695;31;30;20;8;97488428
941;0.12;50;0.5;4;0.0018;1.8953;0.001476962;0.065487141;26;32;23;10;80214091
942;0.12;50;0.5;8;0.0018;1.3751;0.001097462;0.095105824;25;24;13;6;79629856
943;0.12;50;1;0.25;0.0018;1.3065;0.001077586;0.003988873;16;17;18;10;9132731
944;0.12;50;1;0.5;0.0018;1.7707;0.001404451;0.010232836;22;28;22;13;86977511
945;0.12;50;1;1;0.0018;3.2833;0.002333952;0.0331712;57;60;43;19;69229652
946;0.12;50;1;2;0.0018;1.6856;0.001337708;0.037112864;30;25;21;10;79103317
947;0.12;50;1;4;0.0018;1.8975;0.001447209;0.072228065;26;29;25;17;41171733
948;0.12;50;1;8;0.0018;1.8078;0.001363943;0.122567795;27;32;26;10;26258508
949;0.12;50;2;0.25;0.0018;1.507;0.001200788;0.004464927;28;24;15;5;40203899
950;0.12;50;2;0.5;0.0018;2.4185;0.001778655;0.013078783;31;28;33;21;29145317
951;0.12;50;2;1;0.0018;1.5682;0.001265215;0.0185406;26;19;12;11;72688534
952;0.12;50;2;2;0.0018;1.2716;0.001059899;0.030653542;22;19;14;6;84275314
953;0.12;50;2;4;0.0018;1.8424;0.001412558;0.078693907;35;31;20;10;81127247
954;0.12;50;2;8;0.0018;1.6361;0.001305397;0.135717435;30;27;18;5;68607999
955;0.12;50;3;0.25;0.0018;1.922;0.001482105;0.00551452;36;28;26;10;21771663
956;0.12;50;3;0.5;0.0018;1.5853;0.001217494;0.009039467;28;27;20;6;99676935
957;0.12;50;3;1;0.0018;1.3044;0.001063248;0.015677901;25;17;18;8;26361918
958;0.12;50;3;2;0.0018;1.7066;0.00132839;0.038799261;29;24;18;6;59389190
959;0.12;50;3;4;0.0018;1.8987;0.001412709;0.079101984;31;28;26;16;88426533
960;0.12;50;3;8;0.0018;1.6693;0.001311561;0.142563808;30;28;19;8;53315650
961;0.12;50;4;0.25;0.0018;2.065;0.001588985;0.005917205;37;34;24;11;27245782
962;0.12;50;4;0.5;0.0018;1.4933;0.001149665;0.008555794;29;21;14;8;9049391
963;0.12;50;4;1;0.0018;2.1485;0.00159933;0.02368371;38;34;29;10;47182644
964;0.12;50;4;2;0.0018;1.3233;0.001087606;0.031963761;28;22;10;5;72126917
965;0.12;50;4;4;0.0018;2.103;0.001518248;0.087325905;31;35;24;14;68009085
966;0.12;50;4;8;0.0018;1.6054;0.001234687;0.137884921;35;24;18;4;6979909
967;0.12;50;5;0.25;0.0018;1.395;0.0011233;0.004183568;20;23;18;12;76202142
968;0.12;50;5;0.5;0.0018;1.4166;0.00113326;0.008430048;23;21;19;8;72236672
969;0.12;50;5;1;0.0018;1.5437;0.001253444;0.018558377;25;29;20;8;5106234
970;0.12;50;5;2;0.0018;1.6374;0.001310103;0.038579269;25;28;22;9;98745867
971;0.12;50;5;4;0.0018;1.4342;0.001134051;0.066184719;25;26;14;7;75278763
972;0.12;50;5;8;0.0018;1.8116;0.001409326;0.159360137;31;31;22;8;25223856
973;0.12;50;0.0625;0.25;0.0019;1.7431;0.001407454;0.004537639;29;26;17;12;85402893
974;0.12;50;0.0625;0.5;0.0019;2.4279;0.001733408;0.010229778;45;38;29;16;35427178
975;0.12;50;0.0625;1;0.0019;2.2154;0.001621015;0.014409671;35;42;29;12;10314950
976;0.12;50;0.0625;2;0.0019;2.3003;0.0017436;0.023840132;45;34;24;15;62885095
977;0.12;50;0.0625;4;0.0019;1.1463;0.000949363;0.01901033;18;19;14;7;54938819
978;0.12;50;0.0625;8;0.0019;1.7517;0.001347418;0.04220337;36;33;19;10;24095567
979;0.12;50;0.125;0.25;0.0019;2.5359;0.001824651;0.006295741;37;44;35;12;75382838
980;0.12;50;0.125;0.5;0.0019;1.2279;0.001003097;0.006819367;27;17;10;3;11334633
981;0.12;50;0.125;1;0.0019;1.397;0.001150335;0.013419164;24;26;17;6;12868632
982;0.12;50;0.125;2;0.0019;1.064;0.000895404;0.01637929;15;18;13;8;8997660
983;0.12;50;0.125;4;0.0019;1.4327;0.001182459;0.035119127;32;21;18;7;60619002
984;0.12;50;0.125;8;0.0019;1.9377;0.001454463;0.064390579;40;37;20;10;59173412
985;0.12;50;0.25;0.25;0.0019;1.3254;0.001043653;0.003752639;18;17;22;10;21312910
986;0.12;50;0.25;0.5;0.0019;1.9816;0.00153264;0.01058449;34;35;25;12;80272645
987;0.12;50;0.25;1;0.0019;2.4264;0.001738977;0.022348234;41;40;31;13;35194413
988;0.12;50;0.25;2;0.0019;2.1598;0.001613408;0.035276294;36;41;26;15;76888655
989;0.12;50;0.25;4;0.0019;1.1533;0.000950076;0.041551976;23;16;7;7;14298447
990;0.12;50;0.25;8;0.0019;1.1052;0.00094166;0.057988959;16;17;14;7;84102263
991;0.12;50;0.5;0.25;0.0019;1.9003;0.001498358;0.005462951;26;30;27;12;69452765
992;0.12;50;0.5;0.5;0.0019;1.3835;0.001140012;0.00822434;24;19;17;6;65018449
993;0.12;50;0.5;1;0.0019;1.3349;0.001112118;0.015294042;19;16;17;12;73393410
994;0.12;50;0.5;2;0.0019;1.3678;0.001086092;0.02901545;23;22;17;8;67955427
995;0.12;50;0.5;4;0.0019;2.1598;0.001616019;0.074938921;35;33;28;12;37503128
996;0.12;50;0.5;8;0.0019;1.3807;0.00112389;0.088195951;25;24;15;5;33618119
997;0.12;50;1;0.25;0.0019;2.366;0.001743186;0.006445275;34;37;25;13;31740931
998;0.12;50;1;0.5;0.0019;1.709;0.001323363;0.009704674;26;30;19;8;18416092
999;0.12;50;1;1;0.0019;1.2174;0.001013832;0.014510964;16;19;13;9;90150849
1000;0.12;50;1;2;0.0019;1.3886;0.00110747;0.031289024;33;22;15;4;52722804
1001;0.12;50;1;4;0.0019;1.7318;0.001375461;0.070580998;30;29;21;9;77465943
1002;0.12;50;1;8;0.0019;1.9099;0.001494666;0.134321311;31;29;23;12;43086152
1003;0.12;50;2;0.25;0.0019;1.7241;0.001291888;0.004805822;31;35;17;5;91197541
1004;0.12;50;2;0.5;0.0019;1.2257;0.000995332;0.007365275;18;23;15;6;15619220
1005;0.12;50;2;1;0.0019;1.4641;0.001174214;0.017214237;25;24;17;8;14462471
1006;0.12;50;2;2;0.0019;2.7066;0.001917763;0.055074157;42;48;37;13;32218956
1007;0.12;50;2;4;0.0019;2.0872;0.001550641;0.084927684;25;27;38;19;22301034
1008;0.12;50;2;8;0.0019;1.5303;0.001208499;0.125168276;26;28;20;11;54970179
1009;0.12;50;3;0.25;0.0019;1.0443;0.0008684;0.003233019;16;13;14;7;46683751
1010;0.12;50;3;0.5;0.0019;1.7026;0.001343935;0.009971915;25;30;17;13;18639305
1011;0.12;50;3;1;0.0019;1.3542;0.001098136;0.016211088;23;23;15;8;49348484
1012;0.12;50;3;2;0.0019;1.3384;0.001104462;0.032002693;22;20;15;11;19796552
1013;0.12;50;3;4;0.0019;1.3591;0.001095278;0.062393526;22;21;17;6;42891294
1014;0.12;50;3;8;0.0019;1.9193;0.001390622;0.152803934;29;30;23;10;64048237
1015;0.12;50;4;0.25;0.0019;1.5534;0.001253408;0.00466722;30;28;19;8;4151716
1016;0.12;50;4;0.5;0.0019;1.7978;0.001344161;0.009990618;28;32;18;13;97977497
1017;0.12;50;4;1;0.0019;1.5516;0.001241023;0.018365794;28;21;20;8;14051149
1018;0.12;50;4;2;0.0019;2.2294;0.001653514;0.048495531;40;42;23;12;90696315
1019;0.12;50;4;4;0.0019;1.6076;0.001286148;0.073894977;26;26;16;11;81961460
1020;0.12;50;4;8;0.0019;1.2138;0.000996893;0.112248757;24;20;11;5;54386695
1021;0.12;50;5;0.25;0.0019;1.1478;0.00095538;0.003560167;21;16;11;7;38720021
1022;0.12;50;5;0.5;0.0019;1.933;0.001431787;0.010654781;34;35;16;11;47619708
1023;0.12;50;5;1;0.0019;1.4669;0.001195089;0.017715607;21;22;16;9;57156222
1024;0.12;50;5;2;0.0019;0.9834;0.00084137;0.024743586;11;13;14;8;29957053
1025;0.12;50;5;4;0.0019;1.1966;0.001005128;0.058294313;20;21;11;6;86072690
1026;0.12;50;5;8;0.0019;1.8269;0.001399195;0.158048054;27;30;23;9;32367692
1027;0.12;50;0.0625;0.25;0.002;1.1704;0.000961424;0.003238056;20;20;10;8;20608576
1028;0.12;50;0.0625;0.5;0.002;2.5608;0.001855939;0.010416482;37;41;38;17;30830012
1029;0.12;50;0.0625;1;0.002;1.6606;0.001268506;0.011012281;28;28;25;12;48208231
1030;0.12;50;0.0625;2;0.002;1.4283;0.001160338;0.016500119;22;26;15;8;15024465
1031;0.12;50;0.0625;4;0.002;1.6797;0.001323313;0.028541718;25;36;19;10;68682539
1032;0.12;50;0.0625;8;0.002;1.9666;0.001486665;0.037997511;36;36;22;13;95348915
1033;0.12;50;0.125;0.25;0.002;1.5829;0.001265954;0.004407066;28;22;21;9;97243852
1034;0.12;50;0.125;0.5;0.002;1.3485;0.00106569;0.006953966;23;19;18;10;66574621
1035;0.12;50;0.125;1;0.002;1.7788;0.001376683;0.01603083;27;27;21;15;15279377
1036;0.12;50;0.125;2;0.002;0.7688;0.000686967;0.014079891;17;10;8;4;55256791
1037;0.12;50;0.125;4;0.002;1.8182;0.001379707;0.037652691;25;35;23;17;95283798
1038;0.12;50;0.125;8;0.002;2.2681;0.001656512;0.067581007;41;33;27;14;53746675
1039;0.12;50;0.25;0.25;0.002;1.4904;0.001196908;0.004284459;24;25;16;11;4818332
1040;0.12;50;0.25;0.5;0.002;1.2175;0.001018208;0.007060762;24;16;15;8;79816135
1041;0.12;50;0.25;1;0.002;2.2728;0.001696175;0.021521954;40;37;32;15;25625648
1042;0.12;50;0.25;2;0.002;1.2862;0.001035913;0.02447751;24;23;15;8;30524162
1043;0.12;50;0.25;4;0.002;2.0294;0.001515199;0.060649875;40;30;23;10;85632988
1044;0.12;50;0.25;8;0.002;2.46;0.001792485;0.101179026;47;44;28;14;33815918
1045;0.12;50;0.5;0.25;0.002;1.9682;0.00144624;0.005313319;30;30;22;13;2812477
1046;0.12;50;0.5;0.5;0.002;2.1248;0.001571386;0.011360314;39;33;27;12;35479357
1047;0.12;50;0.5;1;0.002;2.2973;0.001739436;0.024019482;42;40;28;18;79665082
1048;0.12;50;0.5;2;0.002;1.3496;0.001076791;0.028431916;21;26;16;9;15547564
1049;0.12;50;0.5;4;0.002;1.8946;0.001394693;0.066838259;34;33;20;9;79621378
1050;0.12;50;0.5;8;0.002;1.202;0.000999597;0.082239769;25;22;9;8;83776333
1051;0.12;50;1;0.25;0.002;1.7362;0.001376938;0.005090426;28;31;21;9;54571861
1052;0.12;50;1;0.5;0.002;1.3391;0.001093369;0.008015016;19;21;16;5;21159981
1053;0.12;50;1;1;0.002;1.6966;0.001305391;0.018768095;28;26;27;8;39003782
1054;0.12;50;1;2;0.002;1.8833;0.001397283;0.038952233;32;38;18;11;87069103
1055;0.12;50;1;4;0.002;1.4754;0.001164188;0.061151917;27;21;22;10;19819175
1056;0.12;50;1;8;0.002;1.2024;0.001020353;0.096063155;18;21;14;6;9735030
1057;0.12;50;2;0.25;0.002;1.948;0.001406606;0.005229216;36;29;25;10;41168322
1058;0.12;50;2;0.5;0.002;1.1965;0.000965963;0.007153846;17;19;14;8;56877839
1059;0.12;50;2;1;0.002;1.4603;0.00118408;0.017256915;20;20;20;10;81213397
1060;0.12;50;2;2;0.002;1.6666;0.001312104;0.037735421;28;29;23;8;80910580
1061;0.12;50;2;4;0.002;1.4789;0.001155769;0.065511455;33;19;18;5;85368755
1062;0.12;50;2;8;0.002;1.6763;0.001300636;0.137659826;29;27;19;7;1002592
1063;0.12;50;3;0.25;0.002;1.2345;0.001017186;0.003786498;15;20;16;11;82849040
1064;0.12;50;3;0.5;0.002;1.6349;0.001263521;0.009374323;25;29;23;8;44707635
1065;0.12;50;3;1;0.002;1.388;0.001107144;0.016331981;23;27;15;7;24295070
1066;0.12;50;3;2;0.002;1.3204;0.001092735;0.031937745;22;22;10;10;39068737
1067;0.12;50;3;4;0.002;1.6442;0.001291831;0.074139344;31;28;19;6;66946305
1068;0.12;50;3;8;0.002;2.3848;0.001822466;0.1931449;44;38;28;14;78768822
1069;0.12;50;4;0.25;0.002;1.2005;0.000997887;0.003718413;27;18;12;10;24405336
1070;0.12;50;4;0.5;0.002;1.3308;0.001055168;0.007844367;17;25;18;8;14481622
1071;0.12;50;4;1;0.002;1.4117;0.001160918;0.017113725;20;23;20;10;22195258
1072;0.12;50;4;2;0.002;1.4893;0.001195028;0.035008753;29;20;24;9;95128857
1073;0.12;50;4;4;0.002;1.3;0.001080485;0.061453199;17;23;18;10;60530748
1074;0.12;50;4;8;0.002;1.2744;0.001062578;0.119294062;25;22;12;5;80243244
1075;0.12;50;5;0.25;0.002;1.2435;0.001031056;0.003843643;26;22;15;3;56939105
1076;0.12;50;5;0.5;0.002;1.2672;0.00101285;0.007543247;22;20;12;8;2996066
1077;0.12;50;5;1;0.002;1.0607;0.000885333;0.013140765;14;18;14;6;30671675
1078;0.12;50;5;2;0.002;1.1375;0.000958733;0.028182237;17;16;9;7;69683211
1079;0.12;50;5;4;0.002;2.2057;0.001557865;0.090916741;46;37;25;10;19438344
1080;0.12;50;5;8;0.002;1.9264;0.001494556;0.16545079;30;29;23;14;9925226
1081;0.13;50;0.0625;0.25;0.0017;1.8701;0.001472309;0.004723637;32;27;20;12;20416655
1082;0.13;50;0.0625;0.5;0.0017;2.8867;0.002113564;0.011507978;47;46;40;21;49479933
1083;0.13;50;0.0625;1;0.0017;2.4235;0.001711224;0.016470777;41;40;26;18;23062947
1084;0.13;50;0.0625;2;0.0017;2.1216;0.001683675;0.023530067;38;37;20;10;2518823
1085;0.13;50;0.0625;4;0.0017;1.7264;0.001396307;0.027347471;31;29;21;10;9715116
1086;0.13;50;0.0625;8;0.0017;1.8484;0.001445146;0.036378472;26;35;25;9;44332699
1087;0.13;50;0.125;0.25;0.0017;1.8424;0.001475572;0.005114336;33;24;19;12;1367463
1088;0.13;50;0.125;0.5;0.0017;1.7063;0.001322778;0.008566419;29;26;19;10;2887882
1089;0.13;50;0.125;1;0.0017;1.9581;0.001497143;0.016698178;26;31;25;12;30799084
1090;0.13;50;0.125;2;0.0017;2.6545;0.001897192;0.034731818;41;48;36;17;70899692
1091;0.13;50;0.125;4;0.0017;2.2253;0.001716699;0.047007544;36;37;24;11;90068419
1092;0.13;50;0.125;8;0.0017;1.5984;0.001272515;0.049955211;28;19;22;8;51172358
1093;0.13;50;0.25;0.25;0.0017;2.5953;0.001930651;0.006871727;42;40;39;13;15993856
1094;0.13;50;0.25;0.5;0.0017;2.5176;0.001876176;0.012755667;41;35;34;18;16676384
1095;0.13;50;0.25;1;0.0017;2.2978;0.001713359;0.021970346;40;36;28;11;41665776
1096;0.13;50;0.25;2;0.0017;3.111;0.002127459;0.047819475;55;54;36;18;9534047
1097;0.13;50;0.25;4;0.0017;3.3116;0.002462591;0.079911482;52;45;41;25;75109700
1098;0.13;50;0.25;8;0.0017;2.5003;0.001872447;0.098285599;41;45;32;14;13924418
1099;0.13;50;0.5;0.25;0.0017;4.1714;0.002605225;0.009469446;56;60;58;34;94988746
1100;0.13;50;0.5;0.5;0.0017;2.4438;0.001776096;0.012759827;41;37;30;15;68510177
1101;0.13;50;0.5;1;0.0017;1.8402;0.001439969;0.019680802;20;20;29;17;82104914
1102;0.13;50;0.5;2;0.0017;2.6033;0.001893925;0.049067578;52;40;25;15;29474674
1103;0.13;50;0.5;4;0.0017;1.898;0.001499432;0.06614232;28;27;20;15;52373264
1104;0.13;50;0.5;8;0.0017;2.5776;0.001877939;0.13519612;43;36;29;16;13888088
1105;0.13;50;1;0.25;0.0017;2.1408;0.001659893;0.006127872;42;31;26;12;7958551
1106;0.13;50;1;0.5;0.0017;1.8285;0.001412477;0.010358124;29;27;25;9;21329515
1107;0.13;50;1;1;0.0017;2.2271;0.001670998;0.023653918;29;33;27;16;60183670
1108;0.13;50;1;2;0.0017;3.0368;0.002210953;0.060239435;49;50;38;23;70993949
1109;0.13;50;1;4;0.0017;1.4813;0.001219013;0.064219743;29;19;13;5;62704637
1110;0.13;50;1;8;0.0017;1.5254;0.001227761;0.115911808;24;25;17;11;29197364
1111;0.13;50;2;0.25;0.0017;4.8444;0.002936183;0.010909619;76;81;60;29;90985113
1112;0.13;50;2;0.5;0.0017;2.4778;0.00177287;0.013106822;38;40;28;17;50703806
1113;0.13;50;2;1;0.0017;3.3632;0.00224456;0.032795091;42;47;46;25;93740577
1114;0.13;50;2;2;0.0017;2.0603;0.00160625;0.046281008;38;30;23;12;24375328
1115;0.13;50;2;4;0.0017;2.1539;0.001604365;0.08837994;24;31;30;18;44734494
1116;0.13;50;2;8;0.0017;1.6752;0.001355501;0.13685016;23;24;24;12;7945142
1117;0.13;50;3;0.25;0.0017;1.8769;0.001500381;0.005581568;27;28;22;9;88383066
1118;0.13;50;3;0.5;0.0017;1.9282;0.001497921;0.011113491;37;32;20;11;13379898
1119;0.13;50;3;1;0.0017;1.7434;0.001398227;0.020584353;34;32;17;6;37869756
1120;0.13;50;3;2;0.0017;1.8543;0.001427646;0.04136996;23;34;19;15;14437651
1121;0.13;50;3;4;0.0017;1.9582;0.001567951;0.088457094;30;25;18;10;84706441
1122;0.13;50;3;8;0.0017;2.0413;0.001539839;0.166101498;28;20;26;15;28300623
1123;0.13;50;4;0.25;0.0017;2.0748;0.001534372;0.005714999;44;27;23;11;31226625
1124;0.13;50;4;0.5;0.0017;1.82;0.001432276;0.010628575;26;27;23;12;17524381
1125;0.13;50;4;1;0.0017;2.8349;0.002012289;0.029689074;41;40;33;20;53572762
1126;0.13;50;4;2;0.0017;1.6149;0.001305017;0.038121357;26;20;17;6;35064006
1127;0.13;50;4;4;0.0017;2.8132;0.002023009;0.115276949;39;41;35;20;92121248
1128;0.13;50;4;8;0.0017;3.135;0.002141223;0.237927299;59;57;36;14;47823636
1129;0.13;50;5;0.25;0.0017;2.1075;0.001634994;0.006089732;33;33;23;12;75529010
1130;0.13;50;5;0.5;0.0017;1.6249;0.001293214;0.009618094;26;26;21;8;76943719
1131;0.13;50;5;1;0.0017;1.8788;0.001487535;0.022023718;36;34;23;9;65415729
1132;0.13;50;5;2;0.0017;1.4685;0.001217251;0.035738462;23;22;19;8;92852348
1133;0.13;50;5;4;0.0017;1.9451;0.001538899;0.088739083;31;34;23;14;95276767
1134;0.13;50;5;8;0.0017;1.4477;0.001210423;0.135682205;23;21;16;9;18599094
1135;0.13;50;0.0625;0.25;0.0018;2.031;0.001532203;0.005080699;37;36;20;9;54915488
1136;0.13;50;0.0625;0.5;0.0018;2.3036;0.001701763;0.009721331;38;36;27;16;27902063
1137;0.13;50;0.0625;1;0.0018;3.6643;0.002517696;0.021299382;54;56;49;23;10907871
1138;0.13;50;0.0625;2;0.0018;1.538;0.001258544;0.018652511;27;23;16;10;56148473
1139;0.13;50;0.0625;4;0.0018;2.1502;0.001644905;0.030844225;30;32;29;12;4260051
1140;0.13;50;0.0625;8;0.0018;1.7719;0.001361406;0.035159618;25;23;23;11;23493280
1141;0.13;50;0.125;0.25;0.0018;1.8364;0.001447077;0.005020841;26;28;18;11;12246501
1142;0.13;50;0.125;0.5;0.0018;2.3331;0.001789861;0.01141497;36;37;27;8;46308973
1143;0.13;50;0.125;1;0.0018;2.3878;0.001805854;0.020023363;39;36;34;13;73473118
1144;0.13;50;0.125;2;0.0018;1.356;0.001129319;0.022020058;22;21;17;8;17114966
1145;0.13;50;0.125;4;0.0018;2.2413;0.001626278;0.04583545;37;38;23;14;70302125
1146;0.13;50;0.125;8;0.0018;0.9406;0.000819743;0.036528619;19;18;8;3;44272460
1147;0.13;50;0.25;0.25;0.0018;1.9185;0.001433382;0.005172011;35;35;23;9;2086957
1148;0.13;50;0.25;0.5;0.0018;2.428;0.001795641;0.012368265;39;38;25;16;78635268
1149;0.13;50;0.25;1;0.0018;2.3305;0.001698427;0.022282782;36;30;29;20;10541643
1150;0.13;50;0.25;2;0.0018;2.8294;0.001985625;0.04547939;48;41;34;12;35814317
1151;0.13;50;0.25;4;0.0018;0.9884;0.000868314;0.035041047;20;12;10;5;39156242
1152;0.13;50;0.25;8;0.0018;2.0558;0.001605248;0.089618334;39;33;22;7;75005030
1153;0.13;50;0.5;0.25;0.0018;1.9067;0.001465716;0.00536188;32;26;25;12;53055365
1154;0.13;50;0.5;0.5;0.0018;2.7242;0.001989188;0.014201954;43;42;31;15;92330138
1155;0.13;50;0.5;1;0.0018;1.7879;0.001424565;0.019631269;24;31;18;7;34586232
1156;0.13;50;0.5;2;0.0018;1.4341;0.001148439;0.029706536;22;18;18;9;32050127
1157;0.13;50;0.5;4;0.0018;1.5289;0.001203297;0.058905948;28;22;14;7;41172573
1158;0.13;50;0.5;8;0.0018;2.1047;0.00163326;0.121728257;34;28;24;14;67596227
1159;0.13;50;1;0.25;0.0018;2.1037;0.001646868;0.006073749;33;33;25;12;16844983
1160;0.13;50;1;0.5;0.0018;2.3678;0.001712584;0.012569115;41;40;24;12;50313040
1161;0.13;50;1;1;0.0018;2.061;0.001591637;0.022725245;35;29;28;14;26114889
1162;0.13;50;1;2;0.0018;2.4231;0.00178475;0.049350064;42;38;30;16;74858054
1163;0.13;50;1;4;0.0018;1.6745;0.001338522;0.0692593;31;21;17;11;32199667
1164;0.13;50;1;8;0.0018;2.3114;0.001802569;0.156920551;28;35;31;17;95701492
1165;0.13;50;2;0.25;0.0018;1.7746;0.001424981;0.005293027;30;33;25;5;53077201
1166;0.13;50;2;0.5;0.0018;1.5722;0.001275396;0.0094395;27;21;18;4;46337894
1167;0.13;50;2;1;0.0018;1.5228;0.001259777;0.018376426;18;24;15;11;68053094
1168;0.13;50;2;2;0.0018;2.7556;0.001952463;0.056232774;60;46;26;16;11594724
1169;0.13;50;2;4;0.0018;1.6638;0.001329875;0.073559431;24;21;18;10;10912111
1170;0.13;50;2;8;0.0018;1.8871;0.001453423;0.152925665;31;35;26;10;75216686
1171;0.13;50;3;0.25;0.0018;2.262;0.001665113;0.006196203;34;32;29;16;94360189
1172;0.13;50;3;0.5;0.0018;2.1061;0.00164031;0.012157367;43;39;26;7;79559067
1173;0.13;50;3;1;0.0018;2.1755;0.001669591;0.024520417;30;36;30;17;44114893
1174;0.13;50;3;2;0.0018;1.6045;0.001288878;0.037573967;27;29;17;8;17683079
1175;0.13;50;3;4;0.0018;1.0219;0.000877718;0.050350352;17;13;11;4;4375654
1176;0.13;50;3;8;0.0018;1.8219;0.001464382;0.155358361;29;25;20;11;63019351
1177;0.13;50;4;0.25;0.0018;1.5698;0.001308639;0.004870518;20;25;23;9;8908631
1178;0.13;50;4;0.5;0.0018;2.55;0.001924304;0.014279231;33;41;35;18;24376749
1179;0.13;50;4;1;0.0018;3.842;0.002468624;0.03639554;59;60;51;25;72344599
1180;0.13;50;4;2;0.0018;2.1895;0.001684658;0.049145463;32;36;30;12;34510456
1181;0.13;50;4;4;0.0018;1.7851;0.001402044;0.080376928;28;31;21;10;54588571
1182;0.13;50;4;8;0.0018;1.6579;0.001330203;0.148662053;32;28;12;7;81980976
1183;0.13;50;5;0.25;0.0018;2.1439;0.001561738;0.005815637;27;36;31;17;77331650
1184;0.13;50;5;0.5;0.0018;3.4306;0.002348183;0.017453905;57;49;39;28;1663269
1185;0.13;50;5;1;0.0018;2.6612;0.002006758;0.029631593;40;45;34;25;88309595
1186;0.13;50;5;2;0.0018;1.9149;0.001453108;0.042752982;31;28;26;11;86497837
1187;0.13;50;5;4;0.0018;2.138;0.001628328;0.093712153;32;29;27;18;43602176
1188;0.13;50;5;8;0.0018;1.926;0.001500018;0.168196394;26;29;20;14;47361160
1189;0.13;50;0.0625;0.25;0.0019;1.1316;0.000930287;0.003094063;21;17;12;5;32954870
1190;0.13;50;0.0625;0.5;0.0019;1.9323;0.001489559;0.007886948;24;29;27;15;80734802
1191;0.13;50;0.0625;1;0.0019;1.295;0.001090116;0.009751342;18;30;13;6;7539694
1192;0.13;50;0.0625;2;0.0019;1.4978;0.001227288;0.019405946;25;26;12;8;84698213
1193;0.13;50;0.0625;4;0.0019;1.3616;0.00115239;0.023332018;17;17;16;10;31136692
1194;0.13;50;0.0625;8;0.0019;1.4971;0.001173956;0.032264263;24;22;18;8;12887096
1195;0.13;50;0.125;0.25;0.0019;1.4937;0.001224975;0.004267215;26;20;12;6;7638146
1196;0.13;50;0.125;0.5;0.0019;1.5849;0.001248274;0.008373025;27;27;15;4;26590933
1197;0.13;50;0.125;1;0.0019;2.013;0.001511157;0.01754987;30;30;22;13;34678711
1198;0.13;50;0.125;2;0.0019;1.3973;0.001159763;0.021648474;21;27;13;8;67389429
1199;0.13;50;0.125;4;0.0019;1.4549;0.001188475;0.03573488;28;22;14;9;65588127
1200;0.13;50;0.125;8;0.0019;1.9394;0.001491976;0.061555452;30;30;21;11;34569522
1201;0.13;50;0.25;0.25;0.0019;2.1261;0.001610049;0.005777068;39;41;25;10;14034072
1202;0.13;50;0.25;0.5;0.0019;1.5809;0.001246307;0.00864385;26;25;18;10;41325294
1203;0.13;50;0.25;1;0.0019;1.2261;0.001015705;0.013399448;22;17;9;7;614216
1204;0.13;50;0.25;2;0.0019;1.8129;0.001451562;0.033207436;29;30;18;11;22443738
1205;0.13;50;0.25;4;0.0019;1.4083;0.001132122;0.041955355;16;18;14;15;68229472
1206;0.13;50;0.25;8;0.0019;2.0645;0.001555576;0.091146362;38;31;19;14;72463009
1207;0.13;50;0.5;0.25;0.0019;1.4647;0.001207548;0.004416212;21;22;16;12;9652091
1208;0.13;50;0.5;0.5;0.0019;1.6277;0.001277013;0.009135596;26;23;22;13;74686431
1209;0.13;50;0.5;1;0.0019;2.666;0.002023833;0.027108366;39;45;34;20;44426930
1210;0.13;50;0.5;2;0.0019;1.9096;0.001460814;0.0359127;26;29;27;13;4936104
1211;0.13;50;0.5;4;0.0019;1.8964;0.001492221;0.068786747;32;30;17;9;61888015
1212;0.13;50;0.5;8;0.0019;1.4332;0.001154867;0.090196597;19;23;19;9;93325433
1213;0.13;50;1;0.25;0.0019;2.9197;0.002101964;0.007753682;36;48;43;20;84690965
1214;0.13;50;1;0.5;0.0019;1.5966;0.001283032;0.009396006;27;27;18;4;21171462
1215;0.13;50;1;1;0.0019;1.9952;0.001575887;0.022607925;41;27;22;13;12980897
1216;0.13;50;1;2;0.0019;1.6134;0.001299506;0.036162084;27;30;18;11;93483229
1217;0.13;50;1;4;0.0019;1.5285;0.001210886;0.063476686;27;26;18;5;68501906
1218;0.13;50;1;8;0.0019;3.3872;0.002435793;0.197511454;56;57;45;22;75235305
1219;0.13;50;2;0.25;0.0019;3.341;0.002285929;0.008486596;48;47;36;23;50337290
1220;0.13;50;2;0.5;0.0019;1.4976;0.001210218;0.00894356;25;23;16;12;44436662
