seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
60459324,0.05,0.00468705827496,327.66,8.32677247878e-05,0.2517,1.0,1.0,0.0025,0.025,-0.00241574351342,3,7,8,2,1,0
32832476,0.05,0.00451969414041,327.66,8.17437381916e-05,0.2508,1.0,1.0,0.0025,0.03,-0.00330385421294,4,7,6,3,1,0
45724116,0.05,0.00402467648706,327.66,6.99890294552e-05,0.2062,1.0,1.0,0.0025,0.035,-0.00422982547647,4,5,7,2,0,0
35630202,0.05,0.00371431845133,327.66,6.05372337976e-05,0.1752,1.0,1.0,0.00275,0.005,-0.00477320258413,4,7,5,1,0,0
13156262,0.05,0.00442613393427,327.66,8.02813268113e-05,0.2534,1.0,1.0,0.00275,0.01,-0.00331919704552,4,8,7,2,1,0
45252399,0.05,0.00744521344094,327.66,0.000162979612798,0.5868,1.0,1.0,0.00275,0.015,-0.00057189456201,4,11,11,9,4,2
71172355,0.05,0.00598804972872,327.66,0.000131961405609,0.4509,1.0,1.0,0.00275,0.02,0.00133722112296,3,10,11,6,2,1
23079171,0.05,0.00820672466664,327.66,0.000186659285743,0.671,1.0,1.0,0.00275,0.025,0.0032875303727,7,13,15,8,3,3
52067111,0.05,0.00420310251576,327.66,6.68702447643e-05,0.1961,1.0,1.0,0.00275,0.03,-0.00519070587872,4,6,5,2,0,0
99801997,0.05,0.00772453593231,327.66,0.000174618868004,0.6614,1.0,1.0,0.00275,0.035,-0.00247125428848,6,12,10,11,8,3
6973738,0.06,0.0124395252203,327.66,0.000443296077579,1.6972,1.0,1.0,0.001,0.005,-0.00114036972082,21,40,33,20,12,3
80400044,0.06,0.0134636889211,327.66,0.000562214445004,2.1779,1.0,1.0,0.001,0.01,0.000741304418754,26,49,44,22,22,4
60310314,0.06,0.00727730988526,327.66,0.000165734092122,0.5132,1.0,1.0,0.001,0.015,-0.00647803295439,10,12,12,8,2,0
33900468,0.06,0.0135815832562,327.66,0.00042800725932,1.6408,1.0,1.0,0.001,0.02,-0.00194069558125,19,37,33,21,10,4
52550509,0.06,0.00915668607089,327.66,0.000249581063763,0.818,1.0,1.0,0.001,0.025,-0.00348807961413,10,19,19,13,3,1
27132372,0.06,0.0145654561244,327.66,0.000542861662488,2.162,1.0,1.0,0.001,0.03,-0.00280537905598,20,43,50,39,12,5
